dt,day,variation,users,retained,retention_rate,ci_lower,ci_upper,control_rate,exp_rate,uplift,uplift_ci_lower,uplift_ci_upper,z_score,p_value,retention_rate_baseline
2024-12-23,7,None,7928,1453,0.1833,0.1748,0.1918,0.2225,0.1833,-0.1762,-0.3527,0.0003,-1.9786,0.0479,0.2225
2024-12-23,8,None,7928,1309,0.1651,0.1569,0.1733,0.203,0.1651,-0.1867,-0.3739,0.0005,-1.9788,0.0478,0.203
2024-12-23,9,None,7928,1167,0.1472,0.1394,0.155,0.1793,0.1472,-0.179,-0.381,0.0229,-1.7573,0.0789,0.1793
2024-12-23,10,None,7928,1303,0.1644,0.1562,0.1725,0.216,0.1644,-0.2389,-0.4194,-0.0584,-2.6364,0.0084,0.216
2024-12-23,11,None,7928,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-23,12,None,7928,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-23,13,None,7928,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-23,14,None,7928,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-23,15,None,7928,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-23,1,None,7928,3102,0.3913,0.3805,0.402,0.46,0.3913,-0.1493,-0.2518,-0.0469,-2.8863,0.0039,0.46
2024-12-23,2,None,7928,2263,0.2854,0.2755,0.2954,0.3067,0.2854,-0.0694,-0.2108,0.0719,-0.9672,0.3334,0.3067
2024-12-23,3,None,7928,2052,0.2588,0.2492,0.2685,0.3132,0.2588,-0.1737,-0.3136,-0.0338,-2.4606,0.0139,0.3132
2024-12-23,4,None,7928,1851,0.2335,0.2242,0.2428,0.2894,0.2335,-0.1932,-0.3414,-0.045,-2.5875,0.0097,0.2894
2024-12-23,5,None,7928,1655,0.2088,0.1998,0.2177,0.2505,0.2088,-0.1665,-0.3298,-0.0032,-2.0196,0.0434,0.2505
2024-12-23,6,None,7928,1531,0.1931,0.1844,0.2018,0.2203,0.1931,-0.1235,-0.3006,0.0537,-1.3762,0.1688,0.2203
2024-12-23,7,None,7928,1453,0.1833,0.1748,0.1918,0.2225,0.1833,-0.1762,-0.3527,0.0003,-1.9786,0.0479,0.2225
2024-12-23,8,None,7928,1309,0.1651,0.1569,0.1733,0.203,0.1651,-0.1867,-0.3739,0.0005,-1.9788,0.0478,0.203
2024-12-23,9,None,7928,1167,0.1472,0.1394,0.155,0.1793,0.1472,-0.179,-0.381,0.0229,-1.7573,0.0789,0.1793
2024-12-23,10,None,7928,1303,0.1644,0.1562,0.1725,0.216,0.1644,-0.2389,-0.4194,-0.0584,-2.6364,0.0084,0.216
2024-12-23,11,None,7928,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-23,12,None,7928,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-23,13,None,7928,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-23,14,None,7928,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-23,15,None,7928,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-23,1,None,7928,3102,0.3913,0.3805,0.402,0.46,0.3913,-0.1493,-0.2518,-0.0469,-2.8863,0.0039,0.46
2024-12-23,2,None,7928,2263,0.2854,0.2755,0.2954,0.3067,0.2854,-0.0694,-0.2108,0.0719,-0.9672,0.3334,0.3067
2024-12-23,3,None,7928,2052,0.2588,0.2492,0.2685,0.3132,0.2588,-0.1737,-0.3136,-0.0338,-2.4606,0.0139,0.3132
2024-12-23,4,None,7928,1851,0.2335,0.2242,0.2428,0.2894,0.2335,-0.1932,-0.3414,-0.045,-2.5875,0.0097,0.2894
2024-12-23,5,None,7928,1655,0.2088,0.1998,0.2177,0.2505,0.2088,-0.1665,-0.3298,-0.0032,-2.0196,0.0434,0.2505
2024-12-23,6,None,7928,1531,0.1931,0.1844,0.2018,0.2203,0.1931,-0.1235,-0.3006,0.0537,-1.3762,0.1688,0.2203
2024-12-23,7,None,7928,1453,0.1833,0.1748,0.1918,0.2225,0.1833,-0.1762,-0.3527,0.0003,-1.9786,0.0479,0.2225
2024-12-23,8,None,7928,1309,0.1651,0.1569,0.1733,0.203,0.1651,-0.1867,-0.3739,0.0005,-1.9788,0.0478,0.203
2024-12-23,9,None,7928,1167,0.1472,0.1394,0.155,0.1793,0.1472,-0.179,-0.381,0.0229,-1.7573,0.0789,0.1793
2024-12-23,10,None,7928,1303,0.1644,0.1562,0.1725,0.216,0.1644,-0.2389,-0.4194,-0.0584,-2.6364,0.0084,0.216
2024-12-23,11,None,7928,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-23,12,None,7928,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-23,13,None,7928,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-23,14,None,7928,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-23,15,None,7928,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-23,1,None,7928,3102,0.3913,0.3805,0.402,0.46,0.3913,-0.1493,-0.2518,-0.0469,-2.8863,0.0039,0.46
2024-12-23,2,None,7928,2263,0.2854,0.2755,0.2954,0.3067,0.2854,-0.0694,-0.2108,0.0719,-0.9672,0.3334,0.3067
2024-12-23,3,None,7928,2052,0.2588,0.2492,0.2685,0.3132,0.2588,-0.1737,-0.3136,-0.0338,-2.4606,0.0139,0.3132
2024-12-23,4,None,7928,1851,0.2335,0.2242,0.2428,0.2894,0.2335,-0.1932,-0.3414,-0.045,-2.5875,0.0097,0.2894
2024-12-23,5,None,7928,1655,0.2088,0.1998,0.2177,0.2505,0.2088,-0.1665,-0.3298,-0.0032,-2.0196,0.0434,0.2505
2024-12-23,6,None,7928,1531,0.1931,0.1844,0.2018,0.2203,0.1931,-0.1235,-0.3006,0.0537,-1.3762,0.1688,0.2203
2024-12-23,7,None,7928,1453,0.1833,0.1748,0.1918,0.2225,0.1833,-0.1762,-0.3527,0.0003,-1.9786,0.0479,0.2225
2024-12-23,8,None,7928,1309,0.1651,0.1569,0.1733,0.203,0.1651,-0.1867,-0.3739,0.0005,-1.9788,0.0478,0.203
2024-12-23,9,None,7928,1167,0.1472,0.1394,0.155,0.1793,0.1472,-0.179,-0.381,0.0229,-1.7573,0.0789,0.1793
2024-12-23,10,None,7928,1303,0.1644,0.1562,0.1725,0.216,0.1644,-0.2389,-0.4194,-0.0584,-2.6364,0.0084,0.216
2024-12-23,11,None,7928,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-23,12,None,7928,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-23,13,None,7928,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-23,14,None,7928,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-23,15,None,7928,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-23,1,None,7928,3102,0.3913,0.3805,0.402,0.46,0.3913,-0.1493,-0.2518,-0.0469,-2.8863,0.0039,0.46
2024-12-23,2,None,7928,2263,0.2854,0.2755,0.2954,0.3067,0.2854,-0.0694,-0.2108,0.0719,-0.9672,0.3334,0.3067
2024-12-23,3,None,7928,2052,0.2588,0.2492,0.2685,0.3132,0.2588,-0.1737,-0.3136,-0.0338,-2.4606,0.0139,0.3132
2024-12-23,4,None,7928,1851,0.2335,0.2242,0.2428,0.2894,0.2335,-0.1932,-0.3414,-0.045,-2.5875,0.0097,0.2894
2024-12-23,5,None,7928,1655,0.2088,0.1998,0.2177,0.2505,0.2088,-0.1665,-0.3298,-0.0032,-2.0196,0.0434,0.2505
2024-12-23,6,None,7928,1531,0.1931,0.1844,0.2018,0.2203,0.1931,-0.1235,-0.3006,0.0537,-1.3762,0.1688,0.2203
2024-12-23,7,None,7928,1453,0.1833,0.1748,0.1918,0.2225,0.1833,-0.1762,-0.3527,0.0003,-1.9786,0.0479,0.2225
2024-12-23,8,None,7928,1309,0.1651,0.1569,0.1733,0.203,0.1651,-0.1867,-0.3739,0.0005,-1.9788,0.0478,0.203
2024-12-23,9,None,7928,1167,0.1472,0.1394,0.155,0.1793,0.1472,-0.179,-0.381,0.0229,-1.7573,0.0789,0.1793
2024-12-23,10,None,7928,1303,0.1644,0.1562,0.1725,0.216,0.1644,-0.2389,-0.4194,-0.0584,-2.6364,0.0084,0.216
2024-12-23,11,None,7928,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-23,12,None,7928,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-23,13,None,7928,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-23,14,None,7928,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-23,15,None,7928,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-23,1,None,7928,3102,0.3913,0.3805,0.402,0.46,0.3913,-0.1493,-0.2518,-0.0469,-2.8863,0.0039,0.46
2024-12-23,2,None,7928,2263,0.2854,0.2755,0.2954,0.3067,0.2854,-0.0694,-0.2108,0.0719,-0.9672,0.3334,0.3067
2024-12-23,3,None,7928,2052,0.2588,0.2492,0.2685,0.3132,0.2588,-0.1737,-0.3136,-0.0338,-2.4606,0.0139,0.3132
2024-12-23,4,None,7928,1851,0.2335,0.2242,0.2428,0.2894,0.2335,-0.1932,-0.3414,-0.045,-2.5875,0.0097,0.2894
2024-12-23,5,None,7928,1655,0.2088,0.1998,0.2177,0.2505,0.2088,-0.1665,-0.3298,-0.0032,-2.0196,0.0434,0.2505
2024-12-23,6,None,7928,1531,0.1931,0.1844,0.2018,0.2203,0.1931,-0.1235,-0.3006,0.0537,-1.3762,0.1688,0.2203
2024-12-23,7,None,7928,1453,0.1833,0.1748,0.1918,0.2225,0.1833,-0.1762,-0.3527,0.0003,-1.9786,0.0479,0.2225
2024-12-23,8,None,7928,1309,0.1651,0.1569,0.1733,0.203,0.1651,-0.1867,-0.3739,0.0005,-1.9788,0.0478,0.203
2024-12-23,9,None,7928,1167,0.1472,0.1394,0.155,0.1793,0.1472,-0.179,-0.381,0.0229,-1.7573,0.0789,0.1793
2024-12-23,10,None,7928,1303,0.1644,0.1562,0.1725,0.216,0.1644,-0.2389,-0.4194,-0.0584,-2.6364,0.0084,0.216
2024-12-23,11,None,7928,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-23,12,None,7928,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-23,13,None,7928,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-23,14,None,7928,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-23,15,None,7928,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-23,1,0,463,213,0.46,0.4146,0.5054,,,,,,,,0.46
2024-12-23,2,0,463,142,0.3067,0.2647,0.3487,,,,,,,,0.3067
2024-12-23,3,0,463,145,0.3132,0.2709,0.3554,,,,,,,,0.3132
2024-12-23,4,0,463,134,0.2894,0.2481,0.3307,,,,,,,,0.2894
2024-12-23,5,0,463,116,0.2505,0.2111,0.29,,,,,,,,0.2505
2024-12-23,6,0,463,102,0.2203,0.1826,0.2581,,,,,,,,0.2203
2024-12-23,7,0,463,103,0.2225,0.1846,0.2603,,,,,,,,0.2225
2024-12-23,8,0,463,94,0.203,0.1664,0.2397,,,,,,,,0.203
2024-12-23,9,0,463,83,0.1793,0.1443,0.2142,,,,,,,,0.1793
2024-12-23,10,0,463,100,0.216,0.1785,0.2535,,,,,,,,0.216
2024-12-23,11,0,463,0,0.0,0.0,0.0,,,,,,,,0.0
2024-12-23,12,0,463,0,0.0,0.0,0.0,,,,,,,,0.0
2024-12-23,13,0,463,0,0.0,0.0,0.0,,,,,,,,0.0
2024-12-23,14,0,463,0,0.0,0.0,0.0,,,,,,,,0.0
2024-12-23,15,0,463,0,0.0,0.0,0.0,,,,,,,,0.0
2024-12-23,1,0,463,213,0.46,0.4146,0.5054,,,,,,,,0.46
2024-12-23,2,0,463,142,0.3067,0.2647,0.3487,,,,,,,,0.3067
2024-12-23,3,0,463,145,0.3132,0.2709,0.3554,,,,,,,,0.3132
2024-12-23,4,0,463,134,0.2894,0.2481,0.3307,,,,,,,,0.2894
2024-12-23,5,0,463,116,0.2505,0.2111,0.29,,,,,,,,0.2505
2024-12-23,6,0,463,102,0.2203,0.1826,0.2581,,,,,,,,0.2203
2024-12-23,7,0,463,103,0.2225,0.1846,0.2603,,,,,,,,0.2225
2024-12-23,8,0,463,94,0.203,0.1664,0.2397,,,,,,,,0.203
2024-12-23,9,0,463,83,0.1793,0.1443,0.2142,,,,,,,,0.1793
2024-12-23,10,0,463,100,0.216,0.1785,0.2535,,,,,,,,0.216
2024-12-23,11,0,463,0,0.0,0.0,0.0,,,,,,,,0.0
2024-12-23,12,0,463,0,0.0,0.0,0.0,,,,,,,,0.0
2024-12-23,13,0,463,0,0.0,0.0,0.0,,,,,,,,0.0
2024-12-23,14,0,463,0,0.0,0.0,0.0,,,,,,,,0.0
2024-12-23,15,0,463,0,0.0,0.0,0.0,,,,,,,,0.0
2024-12-23,1,0,463,213,0.46,0.4146,0.5054,,,,,,,,0.46
2024-12-23,2,0,463,142,0.3067,0.2647,0.3487,,,,,,,,0.3067
2024-12-23,3,0,463,145,0.3132,0.2709,0.3554,,,,,,,,0.3132
2024-12-23,4,0,463,134,0.2894,0.2481,0.3307,,,,,,,,0.2894
2024-12-23,5,0,463,116,0.2505,0.2111,0.29,,,,,,,,0.2505
2024-12-23,6,0,463,102,0.2203,0.1826,0.2581,,,,,,,,0.2203
2024-12-23,7,0,463,103,0.2225,0.1846,0.2603,,,,,,,,0.2225
2024-12-23,8,0,463,94,0.203,0.1664,0.2397,,,,,,,,0.203
2024-12-23,9,0,463,83,0.1793,0.1443,0.2142,,,,,,,,0.1793
2024-12-23,10,0,463,100,0.216,0.1785,0.2535,,,,,,,,0.216
2024-12-23,11,0,463,0,0.0,0.0,0.0,,,,,,,,0.0
2024-12-23,12,0,463,0,0.0,0.0,0.0,,,,,,,,0.0
2024-12-23,13,0,463,0,0.0,0.0,0.0,,,,,,,,0.0
2024-12-23,14,0,463,0,0.0,0.0,0.0,,,,,,,,0.0
2024-12-23,15,0,463,0,0.0,0.0,0.0,,,,,,,,0.0
2024-12-23,1,0,463,213,0.46,0.4146,0.5054,,,,,,,,0.46
2024-12-23,2,0,463,142,0.3067,0.2647,0.3487,,,,,,,,0.3067
2024-12-23,3,0,463,145,0.3132,0.2709,0.3554,,,,,,,,0.3132
2024-12-23,4,0,463,134,0.2894,0.2481,0.3307,,,,,,,,0.2894
2024-12-23,5,0,463,116,0.2505,0.2111,0.29,,,,,,,,0.2505
2024-12-23,6,0,463,102,0.2203,0.1826,0.2581,,,,,,,,0.2203
2024-12-23,7,0,463,103,0.2225,0.1846,0.2603,,,,,,,,0.2225
2024-12-23,8,0,463,94,0.203,0.1664,0.2397,,,,,,,,0.203
2024-12-23,9,0,463,83,0.1793,0.1443,0.2142,,,,,,,,0.1793
2024-12-23,10,0,463,100,0.216,0.1785,0.2535,,,,,,,,0.216
2024-12-23,11,0,463,0,0.0,0.0,0.0,,,,,,,,0.0
2024-12-23,12,0,463,0,0.0,0.0,0.0,,,,,,,,0.0
2024-12-23,13,0,463,0,0.0,0.0,0.0,,,,,,,,0.0
2024-12-23,14,0,463,0,0.0,0.0,0.0,,,,,,,,0.0
2024-12-23,15,0,463,0,0.0,0.0,0.0,,,,,,,,0.0
2024-12-23,1,0,463,213,0.46,0.4146,0.5054,,,,,,,,0.46
2024-12-23,2,0,463,142,0.3067,0.2647,0.3487,,,,,,,,0.3067
2024-12-23,3,0,463,145,0.3132,0.2709,0.3554,,,,,,,,0.3132
2024-12-23,4,0,463,134,0.2894,0.2481,0.3307,,,,,,,,0.2894
2024-12-23,5,0,463,116,0.2505,0.2111,0.29,,,,,,,,0.2505
2024-12-23,6,0,463,102,0.2203,0.1826,0.2581,,,,,,,,0.2203
2024-12-23,7,0,463,103,0.2225,0.1846,0.2603,,,,,,,,0.2225
2024-12-23,8,0,463,94,0.203,0.1664,0.2397,,,,,,,,0.203
2024-12-23,9,0,463,83,0.1793,0.1443,0.2142,,,,,,,,0.1793
2024-12-23,10,0,463,100,0.216,0.1785,0.2535,,,,,,,,0.216
2024-12-23,11,0,463,0,0.0,0.0,0.0,,,,,,,,0.0
2024-12-23,12,0,463,0,0.0,0.0,0.0,,,,,,,,0.0
2024-12-23,13,0,463,0,0.0,0.0,0.0,,,,,,,,0.0
2024-12-23,14,0,463,0,0.0,0.0,0.0,,,,,,,,0.0
2024-12-23,15,0,463,0,0.0,0.0,0.0,,,,,,,,0.0
2024-12-23,1,0,463,213,0.46,0.4146,0.5054,,,,,,,,0.46
2024-12-23,2,0,463,142,0.3067,0.2647,0.3487,,,,,,,,0.3067
2024-12-23,3,0,463,145,0.3132,0.2709,0.3554,,,,,,,,0.3132
2024-12-23,4,0,463,134,0.2894,0.2481,0.3307,,,,,,,,0.2894
2024-12-23,5,0,463,116,0.2505,0.2111,0.29,,,,,,,,0.2505
2024-12-23,6,0,463,102,0.2203,0.1826,0.2581,,,,,,,,0.2203
2024-12-23,7,0,463,103,0.2225,0.1846,0.2603,,,,,,,,0.2225
2024-12-23,8,0,463,94,0.203,0.1664,0.2397,,,,,,,,0.203
2024-12-23,9,0,463,83,0.1793,0.1443,0.2142,,,,,,,,0.1793
2024-12-23,10,0,463,100,0.216,0.1785,0.2535,,,,,,,,0.216
2024-12-23,11,0,463,0,0.0,0.0,0.0,,,,,,,,0.0
2024-12-23,12,0,463,0,0.0,0.0,0.0,,,,,,,,0.0
2024-12-23,13,0,463,0,0.0,0.0,0.0,,,,,,,,0.0
2024-12-23,14,0,463,0,0.0,0.0,0.0,,,,,,,,0.0
2024-12-23,15,0,463,0,0.0,0.0,0.0,,,,,,,,0.0
2024-12-23,1,1,531,255,0.4802,0.4377,0.5227,0.46,0.4802,0.0439,-0.0886,0.1765,0.6367,0.5243,0.46
2024-12-23,2,1,531,165,0.3107,0.2714,0.3501,0.3067,0.3107,0.013,-0.1735,0.1996,0.1362,0.8917,0.3067
2024-12-23,3,1,531,170,0.3202,0.2805,0.3598,0.3132,0.3202,0.0223,-0.1608,0.2055,0.2367,0.8129,0.3132
2024-12-23,4,1,531,145,0.2731,0.2352,0.311,0.2894,0.2731,-0.0563,-0.2554,0.1427,-0.5699,0.5687,0.2894
2024-12-23,5,1,531,126,0.2373,0.2011,0.2735,0.2505,0.2373,-0.0527,-0.272,0.1666,-0.4832,0.629,0.2505
2024-12-23,6,1,531,111,0.209,0.1745,0.2436,0.2203,0.209,-0.0513,-0.2895,0.1869,-0.4326,0.6653,0.2203
2024-12-23,7,1,531,119,0.2241,0.1886,0.2596,0.2225,0.2241,0.0072,-0.2253,0.2397,0.0604,0.9518,0.2225
2024-12-23,8,1,531,107,0.2015,0.1674,0.2356,0.203,0.2015,-0.0074,-0.2549,0.2401,-0.0587,0.9532,0.203
2024-12-23,9,1,531,93,0.1751,0.1428,0.2075,0.1793,0.1751,-0.0234,-0.2919,0.245,-0.1729,0.8627,0.1793
2024-12-23,10,1,531,106,0.1996,0.1656,0.2336,0.216,0.1996,-0.0759,-0.3191,0.1672,-0.6352,0.5253,0.216
2024-12-23,11,1,531,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-23,12,1,531,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-23,13,1,531,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-23,14,1,531,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-23,15,1,531,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-23,1,1,531,255,0.4802,0.4377,0.5227,0.46,0.4802,0.0439,-0.0886,0.1765,0.6367,0.5243,0.46
2024-12-23,2,1,531,165,0.3107,0.2714,0.3501,0.3067,0.3107,0.013,-0.1735,0.1996,0.1362,0.8917,0.3067
2024-12-23,3,1,531,170,0.3202,0.2805,0.3598,0.3132,0.3202,0.0223,-0.1608,0.2055,0.2367,0.8129,0.3132
2024-12-23,4,1,531,145,0.2731,0.2352,0.311,0.2894,0.2731,-0.0563,-0.2554,0.1427,-0.5699,0.5687,0.2894
2024-12-23,5,1,531,126,0.2373,0.2011,0.2735,0.2505,0.2373,-0.0527,-0.272,0.1666,-0.4832,0.629,0.2505
2024-12-23,6,1,531,111,0.209,0.1745,0.2436,0.2203,0.209,-0.0513,-0.2895,0.1869,-0.4326,0.6653,0.2203
2024-12-23,7,1,531,119,0.2241,0.1886,0.2596,0.2225,0.2241,0.0072,-0.2253,0.2397,0.0604,0.9518,0.2225
2024-12-23,8,1,531,107,0.2015,0.1674,0.2356,0.203,0.2015,-0.0074,-0.2549,0.2401,-0.0587,0.9532,0.203
2024-12-23,9,1,531,93,0.1751,0.1428,0.2075,0.1793,0.1751,-0.0234,-0.2919,0.245,-0.1729,0.8627,0.1793
2024-12-23,10,1,531,106,0.1996,0.1656,0.2336,0.216,0.1996,-0.0759,-0.3191,0.1672,-0.6352,0.5253,0.216
2024-12-23,11,1,531,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-23,12,1,531,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-23,13,1,531,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-23,14,1,531,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-23,15,1,531,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-23,1,1,531,255,0.4802,0.4377,0.5227,0.46,0.4802,0.0439,-0.0886,0.1765,0.6367,0.5243,0.46
2024-12-23,2,1,531,165,0.3107,0.2714,0.3501,0.3067,0.3107,0.013,-0.1735,0.1996,0.1362,0.8917,0.3067
2024-12-23,3,1,531,170,0.3202,0.2805,0.3598,0.3132,0.3202,0.0223,-0.1608,0.2055,0.2367,0.8129,0.3132
2024-12-23,4,1,531,145,0.2731,0.2352,0.311,0.2894,0.2731,-0.0563,-0.2554,0.1427,-0.5699,0.5687,0.2894
2024-12-23,5,1,531,126,0.2373,0.2011,0.2735,0.2505,0.2373,-0.0527,-0.272,0.1666,-0.4832,0.629,0.2505
2024-12-23,6,1,531,111,0.209,0.1745,0.2436,0.2203,0.209,-0.0513,-0.2895,0.1869,-0.4326,0.6653,0.2203
2024-12-23,7,1,531,119,0.2241,0.1886,0.2596,0.2225,0.2241,0.0072,-0.2253,0.2397,0.0604,0.9518,0.2225
2024-12-23,8,1,531,107,0.2015,0.1674,0.2356,0.203,0.2015,-0.0074,-0.2549,0.2401,-0.0587,0.9532,0.203
2024-12-23,9,1,531,93,0.1751,0.1428,0.2075,0.1793,0.1751,-0.0234,-0.2919,0.245,-0.1729,0.8627,0.1793
2024-12-23,10,1,531,106,0.1996,0.1656,0.2336,0.216,0.1996,-0.0759,-0.3191,0.1672,-0.6352,0.5253,0.216
2024-12-23,11,1,531,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-23,12,1,531,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-23,13,1,531,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-23,14,1,531,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-23,15,1,531,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-23,1,1,531,255,0.4802,0.4377,0.5227,0.46,0.4802,0.0439,-0.0886,0.1765,0.6367,0.5243,0.46
2024-12-23,2,1,531,165,0.3107,0.2714,0.3501,0.3067,0.3107,0.013,-0.1735,0.1996,0.1362,0.8917,0.3067
2024-12-23,3,1,531,170,0.3202,0.2805,0.3598,0.3132,0.3202,0.0223,-0.1608,0.2055,0.2367,0.8129,0.3132
2024-12-23,4,1,531,145,0.2731,0.2352,0.311,0.2894,0.2731,-0.0563,-0.2554,0.1427,-0.5699,0.5687,0.2894
2024-12-23,5,1,531,126,0.2373,0.2011,0.2735,0.2505,0.2373,-0.0527,-0.272,0.1666,-0.4832,0.629,0.2505
2024-12-23,6,1,531,111,0.209,0.1745,0.2436,0.2203,0.209,-0.0513,-0.2895,0.1869,-0.4326,0.6653,0.2203
2024-12-23,7,1,531,119,0.2241,0.1886,0.2596,0.2225,0.2241,0.0072,-0.2253,0.2397,0.0604,0.9518,0.2225
2024-12-23,8,1,531,107,0.2015,0.1674,0.2356,0.203,0.2015,-0.0074,-0.2549,0.2401,-0.0587,0.9532,0.203
2024-12-23,9,1,531,93,0.1751,0.1428,0.2075,0.1793,0.1751,-0.0234,-0.2919,0.245,-0.1729,0.8627,0.1793
2024-12-23,10,1,531,106,0.1996,0.1656,0.2336,0.216,0.1996,-0.0759,-0.3191,0.1672,-0.6352,0.5253,0.216
2024-12-23,11,1,531,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-23,12,1,531,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-23,13,1,531,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-23,14,1,531,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-23,15,1,531,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-23,1,1,531,255,0.4802,0.4377,0.5227,0.46,0.4802,0.0439,-0.0886,0.1765,0.6367,0.5243,0.46
2024-12-23,2,1,531,165,0.3107,0.2714,0.3501,0.3067,0.3107,0.013,-0.1735,0.1996,0.1362,0.8917,0.3067
2024-12-23,3,1,531,170,0.3202,0.2805,0.3598,0.3132,0.3202,0.0223,-0.1608,0.2055,0.2367,0.8129,0.3132
2024-12-23,4,1,531,145,0.2731,0.2352,0.311,0.2894,0.2731,-0.0563,-0.2554,0.1427,-0.5699,0.5687,0.2894
2024-12-23,5,1,531,126,0.2373,0.2011,0.2735,0.2505,0.2373,-0.0527,-0.272,0.1666,-0.4832,0.629,0.2505
2024-12-23,6,1,531,111,0.209,0.1745,0.2436,0.2203,0.209,-0.0513,-0.2895,0.1869,-0.4326,0.6653,0.2203
2024-12-23,7,1,531,119,0.2241,0.1886,0.2596,0.2225,0.2241,0.0072,-0.2253,0.2397,0.0604,0.9518,0.2225
2024-12-23,8,1,531,107,0.2015,0.1674,0.2356,0.203,0.2015,-0.0074,-0.2549,0.2401,-0.0587,0.9532,0.203
2024-12-23,9,1,531,93,0.1751,0.1428,0.2075,0.1793,0.1751,-0.0234,-0.2919,0.245,-0.1729,0.8627,0.1793
2024-12-23,10,1,531,106,0.1996,0.1656,0.2336,0.216,0.1996,-0.0759,-0.3191,0.1672,-0.6352,0.5253,0.216
2024-12-23,11,1,531,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-23,12,1,531,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-23,13,1,531,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-23,14,1,531,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-23,15,1,531,0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0
2024-12-23,1,1,531,255,0.4802,0.4377,0.5227,0.46,0.4802,0.0439,-0.0886,0.1765,0.6367,0.5243,0.46
2024-12-23,2,1,531,165,0.3107,0.2714,0.3501,0.3067,0.3107,0.013,-0.1735,0.1996,0.1362,0.8917,0.3067
2024-12-23,3,1,531,170,0.3202,0.2805,0.3598,0.3132,0.3202,0.0223,-0.1608,0.2055,0.2367,0.8129,0.3132
2024-12-23,4,1,531,145,0.2731,0.2352,0.311,0.2894,0.2731,-0.0563,-0.2554,0.1427,-0.5699,0.5687,0.2894
