dt,day,variation,users,retained,retention_rate,ci_lower,ci_upper,control_rate,exp_rate,uplift,uplift_ci_lower,uplift_ci_upper,z_score,p_value,retention_rate_baseline
2024-12-17,1,None,9292,3200,0.3444,0.3347,0.354,0.6052,0.3444,-0.4309,-0.5098,-0.352,-11.1962,0.0,0.6052
2024-12-17,2,None,9292,2331,0.2509,0.242,0.2597,0.4534,0.2509,-0.4466,-0.5528,-0.3404,-8.5739,0.0,0.4534
2024-12-17,3,None,9292,1961,0.211,0.2027,0.2193,0.3536,0.211,-0.4033,-0.5328,-0.2737,-6.2915,0.0,0.3536
2024-12-17,4,None,9292,1726,0.1858,0.1778,0.1937,0.3124,0.1858,-0.4052,-0.5472,-0.2633,-5.7651,0.0,0.3124
2024-12-17,5,None,9292,1564,0.1683,0.1607,0.1759,0.3015,0.1683,-0.4418,-0.5879,-0.2957,-6.1317,0.0,0.3015
2024-12-17,6,None,9292,1502,0.1616,0.1542,0.1691,0.269,0.1616,-0.3993,-0.5567,-0.2418,-5.1135,0.0,0.269
2024-12-17,7,None,9292,1403,0.151,0.1437,0.1583,0.2516,0.151,-0.3998,-0.5645,-0.2352,-4.8957,0.0,0.2516
2024-12-17,8,None,9292,1324,0.1425,0.1354,0.1496,0.2321,0.1425,-0.386,-0.5594,-0.2127,-4.4813,0.0,0.2321
2024-12-17,9,None,9292,1399,0.1506,0.1433,0.1578,0.2364,0.1506,-0.3629,-0.534,-0.1919,-4.2617,0.0,0.2364
2024-12-17,10,None,9292,1380,0.1485,0.1413,0.1557,0.2234,0.1485,-0.3353,-0.5123,-0.1582,-3.793,0.0001,0.2234
2024-12-17,11,None,9292,1279,0.1376,0.1306,0.1447,0.2039,0.1376,-0.3252,-0.5126,-0.1377,-3.4708,0.0005,0.2039
2024-12-17,12,None,9292,1190,0.1281,0.1213,0.1349,0.1887,0.1281,-0.3211,-0.5177,-0.1246,-3.2668,0.0011,0.1887
2024-12-17,13,None,9292,1216,0.1309,0.124,0.1377,0.1866,0.1309,-0.2985,-0.4962,-0.1008,-3.0142,0.0026,0.1866
2024-12-17,14,None,9292,1167,0.1256,0.1189,0.1323,0.1887,0.1256,-0.3344,-0.5311,-0.1377,-3.4026,0.0007,0.1887
2024-12-17,15,None,9292,1055,0.1135,0.1071,0.12,0.1649,0.1135,-0.3117,-0.5248,-0.0986,-2.9215,0.0035,0.1649
2024-12-17,1,None,9292,3200,0.3444,0.3347,0.354,0.6052,0.3444,-0.4309,-0.5098,-0.352,-11.1962,0.0,0.6052
2024-12-17,2,None,9292,2331,0.2509,0.242,0.2597,0.4534,0.2509,-0.4466,-0.5528,-0.3404,-8.5739,0.0,0.4534
2024-12-17,3,None,9292,1961,0.211,0.2027,0.2193,0.3536,0.211,-0.4033,-0.5328,-0.2737,-6.2915,0.0,0.3536
2024-12-17,4,None,9292,1726,0.1858,0.1778,0.1937,0.3124,0.1858,-0.4052,-0.5472,-0.2633,-5.7651,0.0,0.3124
2024-12-17,5,None,9292,1564,0.1683,0.1607,0.1759,0.3015,0.1683,-0.4418,-0.5879,-0.2957,-6.1317,0.0,0.3015
2024-12-17,6,None,9292,1502,0.1616,0.1542,0.1691,0.269,0.1616,-0.3993,-0.5567,-0.2418,-5.1135,0.0,0.269
2024-12-17,7,None,9292,1403,0.151,0.1437,0.1583,0.2516,0.151,-0.3998,-0.5645,-0.2352,-4.8957,0.0,0.2516
2024-12-17,8,None,9292,1324,0.1425,0.1354,0.1496,0.2321,0.1425,-0.386,-0.5594,-0.2127,-4.4813,0.0,0.2321
2024-12-17,9,None,9292,1399,0.1506,0.1433,0.1578,0.2364,0.1506,-0.3629,-0.534,-0.1919,-4.2617,0.0,0.2364
2024-12-17,10,None,9292,1380,0.1485,0.1413,0.1557,0.2234,0.1485,-0.3353,-0.5123,-0.1582,-3.793,0.0001,0.2234
2024-12-17,11,None,9292,1279,0.1376,0.1306,0.1447,0.2039,0.1376,-0.3252,-0.5126,-0.1377,-3.4708,0.0005,0.2039
2024-12-17,12,None,9292,1190,0.1281,0.1213,0.1349,0.1887,0.1281,-0.3211,-0.5177,-0.1246,-3.2668,0.0011,0.1887
2024-12-17,13,None,9292,1216,0.1309,0.124,0.1377,0.1866,0.1309,-0.2985,-0.4962,-0.1008,-3.0142,0.0026,0.1866
2024-12-17,14,None,9292,1167,0.1256,0.1189,0.1323,0.1887,0.1256,-0.3344,-0.5311,-0.1377,-3.4026,0.0007,0.1887
2024-12-17,15,None,9292,1055,0.1135,0.1071,0.12,0.1649,0.1135,-0.3117,-0.5248,-0.0986,-2.9215,0.0035,0.1649
2024-12-17,1,None,9292,3200,0.3444,0.3347,0.354,0.6052,0.3444,-0.4309,-0.5098,-0.352,-11.1962,0.0,0.6052
2024-12-17,2,None,9292,2331,0.2509,0.242,0.2597,0.4534,0.2509,-0.4466,-0.5528,-0.3404,-8.5739,0.0,0.4534
2024-12-17,3,None,9292,1961,0.211,0.2027,0.2193,0.3536,0.211,-0.4033,-0.5328,-0.2737,-6.2915,0.0,0.3536
2024-12-17,4,None,9292,1726,0.1858,0.1778,0.1937,0.3124,0.1858,-0.4052,-0.5472,-0.2633,-5.7651,0.0,0.3124
2024-12-17,5,None,9292,1564,0.1683,0.1607,0.1759,0.3015,0.1683,-0.4418,-0.5879,-0.2957,-6.1317,0.0,0.3015
2024-12-17,6,None,9292,1502,0.1616,0.1542,0.1691,0.269,0.1616,-0.3993,-0.5567,-0.2418,-5.1135,0.0,0.269
2024-12-17,7,None,9292,1403,0.151,0.1437,0.1583,0.2516,0.151,-0.3998,-0.5645,-0.2352,-4.8957,0.0,0.2516
2024-12-17,8,None,9292,1324,0.1425,0.1354,0.1496,0.2321,0.1425,-0.386,-0.5594,-0.2127,-4.4813,0.0,0.2321
2024-12-17,9,None,9292,1399,0.1506,0.1433,0.1578,0.2364,0.1506,-0.3629,-0.534,-0.1919,-4.2617,0.0,0.2364
2024-12-17,10,None,9292,1380,0.1485,0.1413,0.1557,0.2234,0.1485,-0.3353,-0.5123,-0.1582,-3.793,0.0001,0.2234
2024-12-17,11,None,9292,1279,0.1376,0.1306,0.1447,0.2039,0.1376,-0.3252,-0.5126,-0.1377,-3.4708,0.0005,0.2039
2024-12-17,12,None,9292,1190,0.1281,0.1213,0.1349,0.1887,0.1281,-0.3211,-0.5177,-0.1246,-3.2668,0.0011,0.1887
2024-12-17,13,None,9292,1216,0.1309,0.124,0.1377,0.1866,0.1309,-0.2985,-0.4962,-0.1008,-3.0142,0.0026,0.1866
2024-12-17,14,None,9292,1167,0.1256,0.1189,0.1323,0.1887,0.1256,-0.3344,-0.5311,-0.1377,-3.4026,0.0007,0.1887
2024-12-17,15,None,9292,1055,0.1135,0.1071,0.12,0.1649,0.1135,-0.3117,-0.5248,-0.0986,-2.9215,0.0035,0.1649
2024-12-17,1,None,9292,3200,0.3444,0.3347,0.354,0.6052,0.3444,-0.4309,-0.5098,-0.352,-11.1962,0.0,0.6052
2024-12-17,2,None,9292,2331,0.2509,0.242,0.2597,0.4534,0.2509,-0.4466,-0.5528,-0.3404,-8.5739,0.0,0.4534
2024-12-17,3,None,9292,1961,0.211,0.2027,0.2193,0.3536,0.211,-0.4033,-0.5328,-0.2737,-6.2915,0.0,0.3536
2024-12-17,4,None,9292,1726,0.1858,0.1778,0.1937,0.3124,0.1858,-0.4052,-0.5472,-0.2633,-5.7651,0.0,0.3124
2024-12-17,5,None,9292,1564,0.1683,0.1607,0.1759,0.3015,0.1683,-0.4418,-0.5879,-0.2957,-6.1317,0.0,0.3015
2024-12-17,6,None,9292,1502,0.1616,0.1542,0.1691,0.269,0.1616,-0.3993,-0.5567,-0.2418,-5.1135,0.0,0.269
2024-12-17,7,None,9292,1403,0.151,0.1437,0.1583,0.2516,0.151,-0.3998,-0.5645,-0.2352,-4.8957,0.0,0.2516
2024-12-17,8,None,9292,1324,0.1425,0.1354,0.1496,0.2321,0.1425,-0.386,-0.5594,-0.2127,-4.4813,0.0,0.2321
2024-12-17,9,None,9292,1399,0.1506,0.1433,0.1578,0.2364,0.1506,-0.3629,-0.534,-0.1919,-4.2617,0.0,0.2364
2024-12-17,10,None,9292,1380,0.1485,0.1413,0.1557,0.2234,0.1485,-0.3353,-0.5123,-0.1582,-3.793,0.0001,0.2234
2024-12-17,11,None,9292,1279,0.1376,0.1306,0.1447,0.2039,0.1376,-0.3252,-0.5126,-0.1377,-3.4708,0.0005,0.2039
2024-12-17,12,None,9292,1190,0.1281,0.1213,0.1349,0.1887,0.1281,-0.3211,-0.5177,-0.1246,-3.2668,0.0011,0.1887
2024-12-17,13,None,9292,1216,0.1309,0.124,0.1377,0.1866,0.1309,-0.2985,-0.4962,-0.1008,-3.0142,0.0026,0.1866
2024-12-17,14,None,9292,1167,0.1256,0.1189,0.1323,0.1887,0.1256,-0.3344,-0.5311,-0.1377,-3.4026,0.0007,0.1887
2024-12-17,15,None,9292,1055,0.1135,0.1071,0.12,0.1649,0.1135,-0.3117,-0.5248,-0.0986,-2.9215,0.0035,0.1649
2024-12-17,1,None,9292,3200,0.3444,0.3347,0.354,0.6052,0.3444,-0.4309,-0.5098,-0.352,-11.1962,0.0,0.6052
2024-12-17,2,None,9292,2331,0.2509,0.242,0.2597,0.4534,0.2509,-0.4466,-0.5528,-0.3404,-8.5739,0.0,0.4534
2024-12-17,3,None,9292,1961,0.211,0.2027,0.2193,0.3536,0.211,-0.4033,-0.5328,-0.2737,-6.2915,0.0,0.3536
2024-12-17,4,None,9292,1726,0.1858,0.1778,0.1937,0.3124,0.1858,-0.4052,-0.5472,-0.2633,-5.7651,0.0,0.3124
2024-12-17,5,None,9292,1564,0.1683,0.1607,0.1759,0.3015,0.1683,-0.4418,-0.5879,-0.2957,-6.1317,0.0,0.3015
2024-12-17,6,None,9292,1502,0.1616,0.1542,0.1691,0.269,0.1616,-0.3993,-0.5567,-0.2418,-5.1135,0.0,0.269
2024-12-17,7,None,9292,1403,0.151,0.1437,0.1583,0.2516,0.151,-0.3998,-0.5645,-0.2352,-4.8957,0.0,0.2516
2024-12-17,8,None,9292,1324,0.1425,0.1354,0.1496,0.2321,0.1425,-0.386,-0.5594,-0.2127,-4.4813,0.0,0.2321
2024-12-17,9,None,9292,1399,0.1506,0.1433,0.1578,0.2364,0.1506,-0.3629,-0.534,-0.1919,-4.2617,0.0,0.2364
2024-12-17,10,None,9292,1380,0.1485,0.1413,0.1557,0.2234,0.1485,-0.3353,-0.5123,-0.1582,-3.793,0.0001,0.2234
2024-12-17,11,None,9292,1279,0.1376,0.1306,0.1447,0.2039,0.1376,-0.3252,-0.5126,-0.1377,-3.4708,0.0005,0.2039
2024-12-17,12,None,9292,1190,0.1281,0.1213,0.1349,0.1887,0.1281,-0.3211,-0.5177,-0.1246,-3.2668,0.0011,0.1887
2024-12-17,13,None,9292,1216,0.1309,0.124,0.1377,0.1866,0.1309,-0.2985,-0.4962,-0.1008,-3.0142,0.0026,0.1866
2024-12-17,14,None,9292,1167,0.1256,0.1189,0.1323,0.1887,0.1256,-0.3344,-0.5311,-0.1377,-3.4026,0.0007,0.1887
2024-12-17,15,None,9292,1055,0.1135,0.1071,0.12,0.1649,0.1135,-0.3117,-0.5248,-0.0986,-2.9215,0.0035,0.1649
2024-12-17,1,None,9292,3200,0.3444,0.3347,0.354,0.6052,0.3444,-0.4309,-0.5098,-0.352,-11.1962,0.0,0.6052
2024-12-17,2,None,9292,2331,0.2509,0.242,0.2597,0.4534,0.2509,-0.4466,-0.5528,-0.3404,-8.5739,0.0,0.4534
2024-12-17,3,None,9292,1961,0.211,0.2027,0.2193,0.3536,0.211,-0.4033,-0.5328,-0.2737,-6.2915,0.0,0.3536
2024-12-17,4,None,9292,1726,0.1858,0.1778,0.1937,0.3124,0.1858,-0.4052,-0.5472,-0.2633,-5.7651,0.0,0.3124
2024-12-17,5,None,9292,1564,0.1683,0.1607,0.1759,0.3015,0.1683,-0.4418,-0.5879,-0.2957,-6.1317,0.0,0.3015
2024-12-17,6,None,9292,1502,0.1616,0.1542,0.1691,0.269,0.1616,-0.3993,-0.5567,-0.2418,-5.1135,0.0,0.269
2024-12-17,7,None,9292,1403,0.151,0.1437,0.1583,0.2516,0.151,-0.3998,-0.5645,-0.2352,-4.8957,0.0,0.2516
2024-12-17,8,None,9292,1324,0.1425,0.1354,0.1496,0.2321,0.1425,-0.386,-0.5594,-0.2127,-4.4813,0.0,0.2321
2024-12-17,9,None,9292,1399,0.1506,0.1433,0.1578,0.2364,0.1506,-0.3629,-0.534,-0.1919,-4.2617,0.0,0.2364
2024-12-17,10,None,9292,1380,0.1485,0.1413,0.1557,0.2234,0.1485,-0.3353,-0.5123,-0.1582,-3.793,0.0001,0.2234
2024-12-17,11,None,9292,1279,0.1376,0.1306,0.1447,0.2039,0.1376,-0.3252,-0.5126,-0.1377,-3.4708,0.0005,0.2039
2024-12-17,12,None,9292,1190,0.1281,0.1213,0.1349,0.1887,0.1281,-0.3211,-0.5177,-0.1246,-3.2668,0.0011,0.1887
2024-12-17,13,None,9292,1216,0.1309,0.124,0.1377,0.1866,0.1309,-0.2985,-0.4962,-0.1008,-3.0142,0.0026,0.1866
2024-12-17,14,None,9292,1167,0.1256,0.1189,0.1323,0.1887,0.1256,-0.3344,-0.5311,-0.1377,-3.4026,0.0007,0.1887
2024-12-17,15,None,9292,1055,0.1135,0.1071,0.12,0.1649,0.1135,-0.3117,-0.5248,-0.0986,-2.9215,0.0035,0.1649
2024-12-17,1,0,461,279,0.6052,0.5606,0.6498,,,,,,,,0.6052
2024-12-17,2,0,461,209,0.4534,0.4079,0.4988,,,,,,,,0.4534
2024-12-17,3,0,461,163,0.3536,0.3099,0.3972,,,,,,,,0.3536
2024-12-17,4,0,461,144,0.3124,0.2701,0.3547,,,,,,,,0.3124
2024-12-17,5,0,461,139,0.3015,0.2596,0.3434,,,,,,,,0.3015
2024-12-17,6,0,461,124,0.269,0.2285,0.3095,,,,,,,,0.269
2024-12-17,7,0,461,116,0.2516,0.212,0.2912,,,,,,,,0.2516
2024-12-17,8,0,461,107,0.2321,0.1936,0.2706,,,,,,,,0.2321
2024-12-17,9,0,461,109,0.2364,0.1977,0.2752,,,,,,,,0.2364
2024-12-17,10,0,461,103,0.2234,0.1854,0.2615,,,,,,,,0.2234
2024-12-17,11,0,461,94,0.2039,0.1671,0.2407,,,,,,,,0.2039
2024-12-17,12,0,461,87,0.1887,0.153,0.2244,,,,,,,,0.1887
2024-12-17,13,0,461,86,0.1866,0.151,0.2221,,,,,,,,0.1866
2024-12-17,14,0,461,87,0.1887,0.153,0.2244,,,,,,,,0.1887
2024-12-17,15,0,461,76,0.1649,0.131,0.1987,,,,,,,,0.1649
2024-12-17,1,0,461,279,0.6052,0.5606,0.6498,,,,,,,,0.6052
2024-12-17,2,0,461,209,0.4534,0.4079,0.4988,,,,,,,,0.4534
2024-12-17,3,0,461,163,0.3536,0.3099,0.3972,,,,,,,,0.3536
2024-12-17,4,0,461,144,0.3124,0.2701,0.3547,,,,,,,,0.3124
2024-12-17,5,0,461,139,0.3015,0.2596,0.3434,,,,,,,,0.3015
2024-12-17,6,0,461,124,0.269,0.2285,0.3095,,,,,,,,0.269
2024-12-17,7,0,461,116,0.2516,0.212,0.2912,,,,,,,,0.2516
2024-12-17,8,0,461,107,0.2321,0.1936,0.2706,,,,,,,,0.2321
2024-12-17,9,0,461,109,0.2364,0.1977,0.2752,,,,,,,,0.2364
2024-12-17,10,0,461,103,0.2234,0.1854,0.2615,,,,,,,,0.2234
2024-12-17,11,0,461,94,0.2039,0.1671,0.2407,,,,,,,,0.2039
2024-12-17,12,0,461,87,0.1887,0.153,0.2244,,,,,,,,0.1887
2024-12-17,13,0,461,86,0.1866,0.151,0.2221,,,,,,,,0.1866
2024-12-17,14,0,461,87,0.1887,0.153,0.2244,,,,,,,,0.1887
2024-12-17,15,0,461,76,0.1649,0.131,0.1987,,,,,,,,0.1649
2024-12-17,1,0,461,279,0.6052,0.5606,0.6498,,,,,,,,0.6052
2024-12-17,2,0,461,209,0.4534,0.4079,0.4988,,,,,,,,0.4534
2024-12-17,3,0,461,163,0.3536,0.3099,0.3972,,,,,,,,0.3536
2024-12-17,4,0,461,144,0.3124,0.2701,0.3547,,,,,,,,0.3124
2024-12-17,5,0,461,139,0.3015,0.2596,0.3434,,,,,,,,0.3015
2024-12-17,6,0,461,124,0.269,0.2285,0.3095,,,,,,,,0.269
2024-12-17,7,0,461,116,0.2516,0.212,0.2912,,,,,,,,0.2516
2024-12-17,8,0,461,107,0.2321,0.1936,0.2706,,,,,,,,0.2321
2024-12-17,9,0,461,109,0.2364,0.1977,0.2752,,,,,,,,0.2364
2024-12-17,10,0,461,103,0.2234,0.1854,0.2615,,,,,,,,0.2234
2024-12-17,11,0,461,94,0.2039,0.1671,0.2407,,,,,,,,0.2039
2024-12-17,12,0,461,87,0.1887,0.153,0.2244,,,,,,,,0.1887
2024-12-17,13,0,461,86,0.1866,0.151,0.2221,,,,,,,,0.1866
2024-12-17,14,0,461,87,0.1887,0.153,0.2244,,,,,,,,0.1887
2024-12-17,15,0,461,76,0.1649,0.131,0.1987,,,,,,,,0.1649
2024-12-17,1,0,461,279,0.6052,0.5606,0.6498,,,,,,,,0.6052
2024-12-17,2,0,461,209,0.4534,0.4079,0.4988,,,,,,,,0.4534
2024-12-17,3,0,461,163,0.3536,0.3099,0.3972,,,,,,,,0.3536
2024-12-17,4,0,461,144,0.3124,0.2701,0.3547,,,,,,,,0.3124
2024-12-17,5,0,461,139,0.3015,0.2596,0.3434,,,,,,,,0.3015
2024-12-17,6,0,461,124,0.269,0.2285,0.3095,,,,,,,,0.269
2024-12-17,7,0,461,116,0.2516,0.212,0.2912,,,,,,,,0.2516
2024-12-17,8,0,461,107,0.2321,0.1936,0.2706,,,,,,,,0.2321
2024-12-17,9,0,461,109,0.2364,0.1977,0.2752,,,,,,,,0.2364
2024-12-17,10,0,461,103,0.2234,0.1854,0.2615,,,,,,,,0.2234
2024-12-17,11,0,461,94,0.2039,0.1671,0.2407,,,,,,,,0.2039
2024-12-17,12,0,461,87,0.1887,0.153,0.2244,,,,,,,,0.1887
2024-12-17,13,0,461,86,0.1866,0.151,0.2221,,,,,,,,0.1866
2024-12-17,14,0,461,87,0.1887,0.153,0.2244,,,,,,,,0.1887
2024-12-17,15,0,461,76,0.1649,0.131,0.1987,,,,,,,,0.1649
2024-12-17,1,0,461,279,0.6052,0.5606,0.6498,,,,,,,,0.6052
2024-12-17,2,0,461,209,0.4534,0.4079,0.4988,,,,,,,,0.4534
2024-12-17,3,0,461,163,0.3536,0.3099,0.3972,,,,,,,,0.3536
2024-12-17,4,0,461,144,0.3124,0.2701,0.3547,,,,,,,,0.3124
2024-12-17,5,0,461,139,0.3015,0.2596,0.3434,,,,,,,,0.3015
2024-12-17,6,0,461,124,0.269,0.2285,0.3095,,,,,,,,0.269
2024-12-17,7,0,461,116,0.2516,0.212,0.2912,,,,,,,,0.2516
2024-12-17,8,0,461,107,0.2321,0.1936,0.2706,,,,,,,,0.2321
2024-12-17,9,0,461,109,0.2364,0.1977,0.2752,,,,,,,,0.2364
2024-12-17,10,0,461,103,0.2234,0.1854,0.2615,,,,,,,,0.2234
2024-12-17,11,0,461,94,0.2039,0.1671,0.2407,,,,,,,,0.2039
2024-12-17,12,0,461,87,0.1887,0.153,0.2244,,,,,,,,0.1887
2024-12-17,13,0,461,86,0.1866,0.151,0.2221,,,,,,,,0.1866
2024-12-17,14,0,461,87,0.1887,0.153,0.2244,,,,,,,,0.1887
2024-12-17,15,0,461,76,0.1649,0.131,0.1987,,,,,,,,0.1649
2024-12-17,1,0,461,279,0.6052,0.5606,0.6498,,,,,,,,0.6052
2024-12-17,2,0,461,209,0.4534,0.4079,0.4988,,,,,,,,0.4534
2024-12-17,3,0,461,163,0.3536,0.3099,0.3972,,,,,,,,0.3536
2024-12-17,4,0,461,144,0.3124,0.2701,0.3547,,,,,,,,0.3124
2024-12-17,5,0,461,139,0.3015,0.2596,0.3434,,,,,,,,0.3015
2024-12-17,6,0,461,124,0.269,0.2285,0.3095,,,,,,,,0.269
2024-12-17,7,0,461,116,0.2516,0.212,0.2912,,,,,,,,0.2516
2024-12-17,8,0,461,107,0.2321,0.1936,0.2706,,,,,,,,0.2321
2024-12-17,9,0,461,109,0.2364,0.1977,0.2752,,,,,,,,0.2364
2024-12-17,10,0,461,103,0.2234,0.1854,0.2615,,,,,,,,0.2234
2024-12-17,11,0,461,94,0.2039,0.1671,0.2407,,,,,,,,0.2039
2024-12-17,12,0,461,87,0.1887,0.153,0.2244,,,,,,,,0.1887
2024-12-17,13,0,461,86,0.1866,0.151,0.2221,,,,,,,,0.1866
2024-12-17,14,0,461,87,0.1887,0.153,0.2244,,,,,,,,0.1887
2024-12-17,15,0,461,76,0.1649,0.131,0.1987,,,,,,,,0.1649
2024-12-17,1,1,464,243,0.5237,0.4783,0.5692,0.6052,0.5237,-0.1347,-0.2485,-0.0208,-2.5081,0.0121,0.6052
2024-12-17,2,1,464,181,0.3901,0.3457,0.4345,0.4534,0.3901,-0.1396,-0.2912,0.012,-1.9532,0.0508,0.4534
2024-12-17,3,1,464,155,0.3341,0.2911,0.377,0.3536,0.3341,-0.0551,-0.2333,0.123,-0.6244,0.5324,0.3536
2024-12-17,4,1,464,133,0.2866,0.2455,0.3278,0.3124,0.2866,-0.0826,-0.2799,0.1148,-0.8569,0.3915,0.3124
2024-12-17,5,1,464,128,0.2759,0.2352,0.3165,0.3015,0.2759,-0.0849,-0.2875,0.1177,-0.8594,0.3901,0.3015
2024-12-17,6,1,464,125,0.2694,0.229,0.3098,0.269,0.2694,0.0015,-0.2109,0.2139,0.0137,0.9891,0.269
2024-12-17,7,1,464,120,0.2586,0.2188,0.2985,0.2516,0.2586,0.0278,-0.1925,0.2481,0.2442,0.8071,0.2516
2024-12-17,8,1,464,101,0.2177,0.1801,0.2552,0.2321,0.2177,-0.062,-0.3015,0.1774,-0.5245,0.5999,0.2321
2024-12-17,9,1,464,107,0.2306,0.1923,0.2689,0.2364,0.2306,-0.0245,-0.2581,0.209,-0.2085,0.8349,0.2364
2024-12-17,10,1,464,97,0.2091,0.1721,0.2461,0.2234,0.2091,-0.064,-0.3095,0.1815,-0.5283,0.5973,0.2234
2024-12-17,11,1,464,115,0.2478,0.2086,0.2871,0.2039,0.2478,0.2153,-0.0248,0.4554,1.5989,0.1098,0.2039
2024-12-17,12,1,464,97,0.2091,0.1721,0.2461,0.1887,0.2091,0.1081,-0.151,0.3672,0.7775,0.4369,0.1887
2024-12-17,13,1,464,95,0.2047,0.168,0.2415,0.1866,0.2047,0.097,-0.1647,0.3587,0.6941,0.4876,0.1866
2024-12-17,14,1,464,85,0.1832,0.148,0.2184,0.1887,0.1832,-0.0291,-0.2989,0.2406,-0.215,0.8298,0.1887
2024-12-17,15,1,464,78,0.1681,0.1341,0.2021,0.1649,0.1681,0.0194,-0.269,0.3078,0.1306,0.8961,0.1649
2024-12-17,1,1,464,243,0.5237,0.4783,0.5692,0.6052,0.5237,-0.1347,-0.2485,-0.0208,-2.5081,0.0121,0.6052
2024-12-17,2,1,464,181,0.3901,0.3457,0.4345,0.4534,0.3901,-0.1396,-0.2912,0.012,-1.9532,0.0508,0.4534
2024-12-17,3,1,464,155,0.3341,0.2911,0.377,0.3536,0.3341,-0.0551,-0.2333,0.123,-0.6244,0.5324,0.3536
2024-12-17,4,1,464,133,0.2866,0.2455,0.3278,0.3124,0.2866,-0.0826,-0.2799,0.1148,-0.8569,0.3915,0.3124
2024-12-17,5,1,464,128,0.2759,0.2352,0.3165,0.3015,0.2759,-0.0849,-0.2875,0.1177,-0.8594,0.3901,0.3015
2024-12-17,6,1,464,125,0.2694,0.229,0.3098,0.269,0.2694,0.0015,-0.2109,0.2139,0.0137,0.9891,0.269
2024-12-17,7,1,464,120,0.2586,0.2188,0.2985,0.2516,0.2586,0.0278,-0.1925,0.2481,0.2442,0.8071,0.2516
2024-12-17,8,1,464,101,0.2177,0.1801,0.2552,0.2321,0.2177,-0.062,-0.3015,0.1774,-0.5245,0.5999,0.2321
2024-12-17,9,1,464,107,0.2306,0.1923,0.2689,0.2364,0.2306,-0.0245,-0.2581,0.209,-0.2085,0.8349,0.2364
2024-12-17,10,1,464,97,0.2091,0.1721,0.2461,0.2234,0.2091,-0.064,-0.3095,0.1815,-0.5283,0.5973,0.2234
2024-12-17,11,1,464,115,0.2478,0.2086,0.2871,0.2039,0.2478,0.2153,-0.0248,0.4554,1.5989,0.1098,0.2039
2024-12-17,12,1,464,97,0.2091,0.1721,0.2461,0.1887,0.2091,0.1081,-0.151,0.3672,0.7775,0.4369,0.1887
2024-12-17,13,1,464,95,0.2047,0.168,0.2415,0.1866,0.2047,0.097,-0.1647,0.3587,0.6941,0.4876,0.1866
2024-12-17,14,1,464,85,0.1832,0.148,0.2184,0.1887,0.1832,-0.0291,-0.2989,0.2406,-0.215,0.8298,0.1887
2024-12-17,15,1,464,78,0.1681,0.1341,0.2021,0.1649,0.1681,0.0194,-0.269,0.3078,0.1306,0.8961,0.1649
2024-12-17,1,1,464,243,0.5237,0.4783,0.5692,0.6052,0.5237,-0.1347,-0.2485,-0.0208,-2.5081,0.0121,0.6052
2024-12-17,2,1,464,181,0.3901,0.3457,0.4345,0.4534,0.3901,-0.1396,-0.2912,0.012,-1.9532,0.0508,0.4534
2024-12-17,3,1,464,155,0.3341,0.2911,0.377,0.3536,0.3341,-0.0551,-0.2333,0.123,-0.6244,0.5324,0.3536
2024-12-17,4,1,464,133,0.2866,0.2455,0.3278,0.3124,0.2866,-0.0826,-0.2799,0.1148,-0.8569,0.3915,0.3124
2024-12-17,5,1,464,128,0.2759,0.2352,0.3165,0.3015,0.2759,-0.0849,-0.2875,0.1177,-0.8594,0.3901,0.3015
2024-12-17,6,1,464,125,0.2694,0.229,0.3098,0.269,0.2694,0.0015,-0.2109,0.2139,0.0137,0.9891,0.269
2024-12-17,7,1,464,120,0.2586,0.2188,0.2985,0.2516,0.2586,0.0278,-0.1925,0.2481,0.2442,0.8071,0.2516
2024-12-17,8,1,464,101,0.2177,0.1801,0.2552,0.2321,0.2177,-0.062,-0.3015,0.1774,-0.5245,0.5999,0.2321
2024-12-17,9,1,464,107,0.2306,0.1923,0.2689,0.2364,0.2306,-0.0245,-0.2581,0.209,-0.2085,0.8349,0.2364
2024-12-17,10,1,464,97,0.2091,0.1721,0.2461,0.2234,0.2091,-0.064,-0.3095,0.1815,-0.5283,0.5973,0.2234
2024-12-17,11,1,464,115,0.2478,0.2086,0.2871,0.2039,0.2478,0.2153,-0.0248,0.4554,1.5989,0.1098,0.2039
2024-12-17,12,1,464,97,0.2091,0.1721,0.2461,0.1887,0.2091,0.1081,-0.151,0.3672,0.7775,0.4369,0.1887
2024-12-17,13,1,464,95,0.2047,0.168,0.2415,0.1866,0.2047,0.097,-0.1647,0.3587,0.6941,0.4876,0.1866
2024-12-17,14,1,464,85,0.1832,0.148,0.2184,0.1887,0.1832,-0.0291,-0.2989,0.2406,-0.215,0.8298,0.1887
2024-12-17,15,1,464,78,0.1681,0.1341,0.2021,0.1649,0.1681,0.0194,-0.269,0.3078,0.1306,0.8961,0.1649
2024-12-17,1,1,464,243,0.5237,0.4783,0.5692,0.6052,0.5237,-0.1347,-0.2485,-0.0208,-2.5081,0.0121,0.6052
2024-12-17,2,1,464,181,0.3901,0.3457,0.4345,0.4534,0.3901,-0.1396,-0.2912,0.012,-1.9532,0.0508,0.4534
2024-12-17,3,1,464,155,0.3341,0.2911,0.377,0.3536,0.3341,-0.0551,-0.2333,0.123,-0.6244,0.5324,0.3536
